Trial,Word,Font Color,Response,reaction_time_ms,correct,congruent,participant
8,GREEN,YELLOW,YELLOW,451,TRUE,FALSE,fcbef850
9,GREEN,RED,RED,493,TRUE,FALSE,fcbef850
10,RED,BLUE,BLUE,515,TRUE,FALSE,fcbef850
11,RED,YELLOW,YELLOW,602,TRUE,FALSE,fcbef850
12,GREEN,YELLOW,YELLOW,486,TRUE,FALSE,fcbef850
13,RED,YELLOW,YELLOW,384,TRUE,FALSE,fcbef850
14,GREEN,GREEN,GREEN,564,TRUE,TRUE,fcbef850
15,GREEN,RED,RED,712,TRUE,FALSE,fcbef850
16,GREEN,YELLOW,YELLOW,547,TRUE,FALSE,fcbef850
17,BLUE,BLUE,BLUE,338,TRUE,TRUE,fcbef850
18,GREEN,BLUE,BLUE,388,TRUE,FALSE,fcbef850
19,GREEN,BLUE,BLUE,297,TRUE,FALSE,fcbef850
20,BLUE,YELLOW,YELLOW,424,TRUE,FALSE,fcbef850
21,RED,BLUE,BLUE,788,TRUE,FALSE,fcbef850
22,YELLOW,RED,RED,672,TRUE,FALSE,fcbef850
23,BLUE,RED,RED,487,TRUE,FALSE,fcbef850
24,YELLOW,BLUE,YELLOW,495,FALSE,FALSE,fcbef850
25,RED,YELLOW,YELLOW,601,TRUE,FALSE,fcbef850
26,RED,RED,RED,559,TRUE,TRUE,fcbef850
27,YELLOW,BLUE,BLUE,761,TRUE,FALSE,fcbef850
28,GREEN,GREEN,GREEN,454,TRUE,TRUE,fcbef850
29,YELLOW,GREEN,GREEN,495,TRUE,FALSE,fcbef850
30,RED,RED,RED,478,TRUE,TRUE,fcbef850
31,BLUE,BLUE,BLUE,508,TRUE,TRUE,fcbef850
32,BLUE,RED,RED,534,TRUE,FALSE,fcbef850
33,RED,GREEN,GREEN,422,TRUE,FALSE,fcbef850
34,YELLOW,YELLOW,YELLOW,460,TRUE,TRUE,fcbef850
35,GREEN,GREEN,GREEN,546,TRUE,TRUE,fcbef850
36,YELLOW,BLUE,BLUE,391,TRUE,FALSE,fcbef850
37,BLUE,GREEN,GREEN,538,TRUE,FALSE,fcbef850
38,BLUE,YELLOW,YELLOW,489,TRUE,FALSE,fcbef850
39,BLUE,BLUE,BLUE,500,TRUE,TRUE,fcbef850
40,RED,RED,RED,424,TRUE,TRUE,fcbef850
41,GREEN,BLUE,BLUE,685,TRUE,FALSE,fcbef850
42,YELLOW,YELLOW,YELLOW,421,TRUE,TRUE,fcbef850
43,RED,GREEN,GREEN,455,TRUE,FALSE,fcbef850
44,GREEN,RED,RED,525,TRUE,FALSE,fcbef850
45,BLUE,BLUE,BLUE,580,TRUE,TRUE,fcbef850
46,GREEN,GREEN,GREEN,367,TRUE,TRUE,fcbef850
47,BLUE,GREEN,GREEN,526,TRUE,FALSE,fcbef850
48,BLUE,RED,RED,579,TRUE,FALSE,fcbef850
49,YELLOW,GREEN,GREEN,788,TRUE,FALSE,fcbef850
50,RED,YELLOW,RED,399,FALSE,FALSE,fcbef850
